"file_time","timediff","sample_id","series","vessel","seriavessel","numbers","total_cells","viable_cells","viability","total_cells_per_ml","viable_cells_per_ml","average_diameter","average_circularity"
"2020-07-22 14:09:34.115+03",23,"82110820_kolba500_d1","82110820","kolba500","82110820-kolba500","1",1278,1276,99.8,0.735,0.733,14.8,0.848
"2020-07-22 13:59:50.8+03",23,"442040820R_v2'_d2_m1","442040820R","v2'","442040820R-v2'","1",5093,5052,99.2,2.93,2.9,14.2,0.887
"2020-07-22 13:28:05.641+03",23,"82100820_v1'_d1_e1","82100820","v1'","82100820-v1'","1",2434,2407,98.9,1.4,1.38,13.9,0.886
"2020-07-22 07:24:14.974+03",0,"82090820_v12_d0_m8","82090820","v12","82090820-v12","8",686,679,99,0.394,0.39,13.2,0.899
"2020-07-22 07:13:07.816+03",0,"82090820_v11_d0_m7","82090820","v11","82090820-v11","7",646,637,98.6,0.371,0.366,13.3,0.901
"2020-07-22 07:09:41.322+03",0,"82090820_v11_d0_m6","82090820","v11","82090820-v11","6",607,601,99,0.349,0.345,13.6,0.861
"2020-07-22 07:02:02.07+03",97,"90290720_v8_d4_m2","90290720","v8","90290720-v8","2",4839,4708,97.3,5.56,5.41,17.7,0.879
"2020-07-22 06:53:50.98+03",0,"82090820_v10_d0_m5","82090820","v10","82090820-v10","5",618,606,98.1,0.355,0.348,13.1,0.907
"2020-07-22 06:20:13.971+03",98,"82090820_v5_d3_m4","82090820","v5","82090820-v5","4",5858,5804,99.1,6.73,6.67,13.7,0.885
"2020-07-22 04:20:50.757+03",96,"82090820_v5_d2_e3","82090820","v5","82090820-v5","3",5696,5653,99.2,6.55,6.5,13.7,0.884
"2020-07-22 01:53:49.527+03",11,"442040820R_v2'_d1_e3","442040820R","v2'","442040820R-v2'","3",3323,3292,99.1,1.91,1.89,14.4,0.889
"2020-07-22 01:50:21.953+03",11,"82100820_v1'_d1_m2","82100820","v1'","82100820-v1'","2",1639,1618,98.7,0.942,0.93,14.1,0.889
"2020-07-21 18:36:44.923+03",84,"90290720_v8_d3_e1","90290720","v8","90290720-v8","1",8573,8439,98.4,4.93,4.85,17.3,0.877
"2020-07-21 14:24:29.302+03",0,"442040820R_v2'_d1_m12","442040820R","v2'","442040820R-v2'","12",2198,2182,99.3,1.26,1.25,14.5,0.876
"2020-07-21 14:21:01.292+03",0,"82100820_v1'_d0_e1","82100820","v1'","82100820-v1'","1",1049,1039,99,0.603,0.597,14.4,0.883
"2020-07-21 14:16:10.87+03",0,"82110820_kolba500_d0","82110820","kolba500","82110820-kolba500","0",533,527,98.9,0.306,0.303,13.4,0.898
"2020-07-21 14:03:01.138+03",82,"82090820_v5_d2_m","82090820","v5","82090820-v5","",3964,3925,99,4.56,4.51,13.7,0.884
"2020-07-21 13:08:10.972+03",72,"82110820_kolba125ml_d'2_m","82110820","kolba125ml","82110820-kolba125ml","",7121,7073,99.3,4.09,4.07,14.1,0.861
"2020-07-21 04:49:11.375+03",70,"90290720_v8_d3_m2","90290720","v8","90290720-v8","2",3220,3168,98.4,3.7,3.64,17.1,0.887
"2020-07-21 01:21:04.326+03",69,"82090820_v5_d1_e2","82090820","v5","82090820-v5","2",5137,5097,99.2,2.95,2.93,14,0.88
"2020-07-21 01:16:16.814+03",19,"442040820R_v1_d0_e2","442040820R","v1","442040820R-v1","2",1377,1361,98.8,0.792,0.782,14.6,0.885
"2020-07-21 00:57:16.154+03",25,"82100820_v1_d0'_m3","82100820","v1","82100820-v1","3",637,626,98.3,0.366,0.36,14.6,0.876
"2020-07-20 23:00:33.475+03",24,"82100820_v1_d1_m2","82100820","v1","82100820-v1","2",1106,1101,99.5,0.636,0.633,14.7,0.875
"2020-07-20 19:55:19.271+03",61,"90290720_v8_d2_e1","90290720","v8","90290720-v8","1",4672,4623,99,2.69,2.66,17.1,0.885
"2020-07-20 16:52:58.246+03",52,"82110820_kolba125ml_d1_e1","82110820","kolba125ml","82110820-kolba125ml","1",3461,3442,99.5,1.99,1.98,14.5,0.859
"2020-07-20 16:31:14.29+03",61,"82090820_v5_d1_e1","82090820","v5","82090820-v5","1",3649,3626,99.4,2.1,2.08,14.2,0.869
"2020-07-20 13:16:30.121+03",7,"442040820R_v1_d0_e1","442040820R","v1","442040820R-v1","1",934,930,99.6,0.537,0.535,14.8,0.88
"2020-07-20 11:25:53.478+03",5,"442040820R_v1_d1_e1","442040820R","v1","442040820R-v1","1",1793,1782,99.4,1.03,1.02,14.7,0.881
"2020-07-20 11:16:22.952+03",12,"82100820_v1_d0_e1","82100820","v1","82100820-v1","1",811,801,98.8,0.466,0.46,14.8,0.842
"2020-07-20 08:24:17.148+03",50,"90290720_v8_d2_m1","90290720","v8","90290720-v8","1",3191,3145,98.6,1.83,1.81,17.1,0.885
"2020-07-20 07:41:33.621+03",250,"90280720_v12_d10_e2","90280720","v12","90280720-v12","2",6039,4013,66.5,6.94,4.61,16.9,0.886
"2020-07-20 07:31:55.576+03",250,"90280720_v11_d10_e2","90280720","v11","90280720-v11","2",6586,4476,68,7.57,5.15,16.9,0.881
"2020-07-20 07:18:39.406+03",250,"90280720_v10_d10_e2","90280720","v10","90280720-v10","2",7331,4975,67.9,8.43,5.72,16.8,0.88
"2020-07-20 06:50:44.558+03",249,"90280720_v12_d10_e1","90280720","v12","90280720-v12","1",6169,4075,66.1,7.09,4.68,16.8,0.883
"2020-07-20 06:46:26.963+03",249,"90280720_v11_d10_e1","90280720","v11","90280720-v11","1",6682,4542,68,7.68,5.22,16.9,0.886
"2020-07-20 06:42:05.289+03",250,"90280720_v10_d10_e1","90280720","v10","90280720-v10","1",7389,5035,68.1,8.49,5.79,16.8,0.881
"2020-07-20 05:39:55.159+03",0,"442040820R_v1_1d_m1","442040820R","v1","442040820R-v1","1",1307,1296,99.2,0.751,0.745,14.7,0.884
"2020-07-20 01:04:26.443+03",45,"82090820_v5_d0_e2","82090820","v5","82090820-v5","2",1746,1721,98.6,1,0.989,14.3,0.873
"2020-07-19 22:59:36.45+03",0,"82100820_v1_d0_m1","82100820","v1","82100820-v1","1",595,589,99,0.342,0.339,13.2,0.889
"2020-07-19 22:12:39.203+03",42,"82100820_kolba2l_d3","82100820","kolba2l","82100820-kolba2l","3",6619,6573,99.3,3.8,3.78,14.1,0.858
"2020-07-19 20:26:08.886+03",238,"90280720_v12_d10_m1","90280720","v12","90280720-v12","1",6276,4652,74.1,7.22,5.35,17.2,0.878
"2020-07-19 20:19:22.934+03",238,"90280720_v11_d10_m1","90280720","v11","90280720-v11","1",6758,5065,74.9,7.77,5.82,17.2,0.878
"2020-07-19 20:12:32.717+03",239,"90280720_v10_d10_m1","90280720","v10","90280720-v10","1",7389,5655,76.5,8.49,6.5,17.2,0.878
"2020-07-19 19:15:28.215+03",37,"90290720_v8_d1_e1","90290720","v8","90290720-v8","1",1912,1871,97.9,1.1,1.08,17.2,0.881
"2020-07-19 18:11:55.102+03",0,"442040820R_v2_d0_e1","442040820R","v2","442040820R-v2","1",880,876,99.5,0.506,0.504,14.8,0.878
"2020-07-19 16:13:07.193+03",27,"82110820_kolba125ml_d0_m2","82110820","kolba125ml","82110820-kolba125ml","2",745,737,98.9,0.428,0.424,14.2,0.869
"2020-07-19 15:45:11.408+03",27,"82110820_kolba125ml_d0","82110820","kolba125ml","82110820-kolba125ml","0",1054,1036,98.3,0.606,0.596,15,0.847
"2020-07-19 14:03:49.892+03",25,"82110820_kolba125ml_d1","82110820","kolba125ml","82110820-kolba125ml","1",1984,1954,98.5,1.14,1.12,14.8,0.849
"2020-07-19 13:15:47.406+03",0,"Unknown113","Unknown113","","Unknown113-","113",1109,1099,99.1,0.637,0.632,14.6,0.859
"2020-07-19 08:43:04.428+03",29,"82090820_v5_d1_m2","82090820","v5","82090820-v5","2",1731,1702,98.3,0.995,0.978,14.4,0.873
"2020-07-19 08:26:33.521+03",226,"90280720_v12_d9_e1","90280720","v12","90280720-v12","1",6239,5010,80.3,7.17,5.76,17.5,0.873
"2020-07-19 08:22:59.217+03",226,"90280720_v11_d9_e1","90280720","v11","90280720-v11","1",6734,5450,80.9,7.74,6.27,17.5,0.877
"2020-07-19 08:09:27.715+03",227,"90280720_v10_d9_e1","90280720","v10","90280720-v10","1",7651,6360,83.1,8.8,7.31,17.6,0.872
"2020-07-19 05:57:53.753+03",0,"90290820_v8_d1_m1","90290820","v8","90290820-v8","1",1118,1095,97.9,0.643,0.629,17.2,0.879
"2020-07-19 05:30:47.091+03",0,"442040820R_0d_m1","442040820R","0d","442040820R-0d","1",632,623,98.6,0.363,0.358,14.1,0.863
"2020-07-19 05:11:10.607+03",25,"82090820_v5_d1_m1","82090820","v5","82090820-v5","1",1489,1462,98.2,0.856,0.84,14.5,0.87
"2020-07-19 04:27:47.6+03",62,"442040820R_kolba2000ml_3d","442040820R","kolba2000ml","442040820R-kolba2000ml","3",6361,6309,99.2,3.66,3.63,14.8,0.85
"2020-07-19 04:24:19.903+03",16,"82110820_kolba125ml_0d_e1","82110820","kolba125ml","82110820-kolba125ml","1",1361,1333,97.9,0.782,0.766,14.6,0.877
"2020-07-19 04:20:51.604+03",24,"82100820_kolba2l_d2","82100820","kolba2l","82100820-kolba2l","2",3954,3929,99.4,2.27,2.26,14.2,0.866
"2020-07-18 20:06:41.76+03",214,"90280720_v12_d9_m1","90280720","v12","90280720-v12","1",6327,5259,83.1,7.27,6.05,17.9,0.864
"2020-07-18 20:03:04.037+03",214,"90280720_v11_d9_m3","90280720","v11","90280720-v11","3",6868,5735,83.5,7.9,6.59,17.8,0.871
"2020-07-18 19:58:07.778+03",215,"90280720_v10_d9_m2","90280720","v10","90280720-v10","2",7185,6130,85.3,8.26,7.05,17.7,0.872
"2020-07-18 19:09:49.467+03",15,"82090820_v5_d0_e1","82090820","v5","82090820-v5","1",841,824,98,0.483,0.474,14.8,0.867
"2020-07-18 18:29:16.698+03",12,"90290720_v8_d0_e1","90290720","v8","90290720-v8","1",781,767,98.2,0.449,0.441,17,0.885
"2020-07-18 18:24:42.561+03",12,"90290720_v7_d0_e1","90290720","v7","90290720-v7","1",699,668,95.6,0.402,0.384,17,0.883
"2020-07-18 12:16:21.968+03",0,"82110820_kolba125ml_0d","82110820","kolba125ml","82110820-kolba125ml","0",833,829,99.5,0.479,0.477,13.6,0.888
"2020-07-18 12:08:56.752+03",46,"442040820R_kolba2000ml_2d","442040820R","kolba2000ml","442040820R-kolba2000ml","2",3658,3644,99.6,2.1,2.09,14.9,0.864
"2020-07-18 07:39:27.358+03",202,"90280720_v12_d8_e1","90280720","v12","90280720-v12","1",6600,5694,86.3,7.59,6.55,17.9,0.867
"2020-07-18 07:35:48.986+03",202,"90280720_v11_d8_e1","90280720","v11","90280720-v11","1",7220,6272,86.9,8.3,7.21,17.9,0.864
"2020-07-18 07:32:10.241+03",202,"90280720_v10_d8_e1","90280720","v10","90280720-v10","1",7820,6909,88.4,8.99,7.94,17.9,0.861
"2020-07-18 06:09:34.758+03",0,"90290720_v9_d0_m1","90290720","v9","90290720-v9","1",508,490,96.5,0.292,0.282,15.9,0.893
"2020-07-18 05:57:11.487+03",0,"90290720_v8_d0_m1","90290720","v8","90290720-v8","1",537,527,98.1,0.309,0.303,16.1,0.894
"2020-07-18 05:51:26.06+03",0,"90290720_v7_d0_m1","90290720","v7","90290720-v7","1",500,479,95.8,0.287,0.275,16.2,0.896
"2020-07-18 04:32:41.917+03",0,"90290820_v3'_d3_m1","90290820","v3'","90290820-v3'","1",6760,6603,97.7,3.89,3.8,16.4,0.9
"2020-07-18 04:05:47.56+03",0,"82100820_kolba2l_d1","82100820","kolba2l","82100820-kolba2l","1",1400,1393,99.5,0.805,0.801,14.7,0.861
"2020-07-18 03:26:42.084+03",0,"82090820_v5_d0_m1","82090820","v5","82090820-v5","1",559,548,98,0.321,0.315,13.4,0.892
"2020-07-18 01:53:48.07+03",94,"82090820_v1_d3_m1","82090820","v1","82090820-v1","1",6569,6502,99,3.78,3.74,13.9,0.88
"2020-07-17 19:19:49.018+03",189,"90280720_v12_d8_m4","90280720","v12","90280720-v12","4",6265,5505,87.9,7.2,6.33,18,0.872
"2020-07-17 19:14:00.298+03",189,"90280720_v11_d8_m3","90280720","v11","90280720-v11","3",6818,6056,88.8,7.84,6.96,18,0.874
"2020-07-17 19:07:58.714+03",190,"90280720_v10_d8_m2","90280720","v10","90280720-v10","2",7484,6714,89.7,8.6,7.72,17.9,0.874
"2020-07-17 19:00:48.806+03",91,"90290720_v3_d2_e2","90290720","v3","90290720-v3","2",4954,4854,98,2.85,2.79,16.6,0.89
"2020-07-17 16:08:55.529+03",85,"82090820_v1_d2_e2","82090820","v1","82090820-v1","2",5105,5051,98.9,2.93,2.9,13.9,0.875
"2020-07-17 14:14:01.881+03",24,"442040820R_kolba2000ml_d2","442040820R","kolba2000ml","442040820R-kolba2000ml","2",1444,1441,99.8,0.83,0.828,15.1,0.851
"2020-07-17 07:21:40.515+03",177,"90280720_v12_d7_e1","90280720","v12","90280720-v12","1",6572,5959,90.7,7.56,6.85,18.1,0.871
"2020-07-17 07:17:31.565+03",177,"90280720_v11_d7_e1","90280720","v11","90280720-v11","1",6886,6260,90.9,7.92,7.2,18,0.874
"2020-07-17 07:13:10.604+03",178,"90280720_v10_d7_e1","90280720","v10","90280720-v10","1",7532,6976,92.6,8.66,8.02,18,0.869
"2020-07-17 07:06:02.535+03",0,"90290720_v3'_d2_m1","90290720","v3'","90290720-v3'","1",3299,3223,97.7,1.9,1.85,16.7,0.891
"2020-07-17 05:17:25.865+03",74,"82090820_v1_d2_m1","82090820","v1","82090820-v1","1",3921,3886,99.1,2.25,2.23,13.9,0.878
"2020-07-17 04:03:41.848+03",0,"82100820_kolba2000ml_d0","82100820","kolba2000ml","82100820-kolba2000ml","0",593,590,99.5,0.341,0.339,13.2,0.904
"2020-07-17 02:16:59.11+03",56,"82100820_kolba500ml_d3","82100820","kolba500ml","82100820-kolba500ml","3",5445,5419,99.5,3.13,3.11,14,0.872
"2020-07-16 20:05:07.332+03",166,"90280720_v12_d7_m1","90280720","v12","90280720-v12","1",6988,6525,93.4,8.03,7.5,17.6,0.88
"2020-07-16 19:53:11.07+03",166,"90280720_v11_d7_m1","90280720","v11","90280720-v11","1",7690,7177,93.3,8.84,8.25,17.4,0.876
"2020-07-16 19:46:13.443+03",167,"90280720_v10_d7_m1","90280720","v10","90280720-v10","1",8599,8144,94.7,9.89,9.36,17.1,0.875
"2020-07-16 19:33:44.962+03",68,"90290720_v3_d1'_e1","90290720","v3","90290720-v3","1",2181,2115,97,1.25,1.22,16.8,0.891
"2020-07-16 18:15:25.009+03",48,"82100820_kolba500ml_d2","82100820","kolba500ml","82100820-kolba500ml","2",4172,4151,99.5,2.4,2.39,14.2,0.866
"2020-07-16 16:43:35.518+03",61,"82090820_v1_d1_e","82090820","v1","82090820-v1","",2586,2567,99.3,1.49,1.48,13.9,0.883
"2020-07-16 15:31:41.925+03",161,"90280720_v12_d6_","90280720","v12","90280720-v12","",7518,7026,93.5,8.64,8.08,17.8,0.872
"2020-07-16 13:49:54.564+03",0,"442040820R_kolba2000ml_d0","442040820R","kolba2000ml","442040820R-kolba2000ml","0",535,532,99.4,0.308,0.306,14.6,0.817
"2020-07-16 11:34:37.839+03",0,"442040820R_kolba500ml_3d","442040820R","kolba500ml","442040820R-kolba500ml","3",5082,5051,99.4,2.92,2.9,14.9,0.846
"2020-07-16 10:47:10.037+03",157,"90280720_v12_d6_e1","90280720","v12","90280720-v12","1",6656,6228,93.6,7.65,7.16,18.1,0.862
"2020-07-16 10:39:47.328+03",157,"90280720_v11_d6_e1","90280720","v11","90280720-v11","1",7381,6980,94.6,8.49,8.02,17.9,0.869
"2020-07-16 10:29:31.919+03",157,"90280720_v10_d6_e1","90280720","v10","90280720-v10","1",8167,7851,96.1,9.39,9.03,17.8,0.865
"2020-07-16 07:19:19.229+03",55,"90290720_v3_d1_m1","90290720","v3","90290720-v3","1",1478,1446,97.8,0.85,0.831,16.8,0.882
"2020-07-16 04:15:35.871+03",0,"82090820_V1_d1_m1","82090820","V1","82090820-V1","1",1670,1652,98.9,0.96,0.95,14.2,0.88
"2020-07-16 03:57:45.119+03",48,"442040820R_kolba500_d3","442040820R","kolba500","442040820R-kolba500","3",3925,3909,99.6,2.26,2.25,14.9,0.849
"2020-07-15 19:57:56.173+03",142,"90280720_v12_d6_m1","90280720","v12","90280720-v12","1",6737,6378,94.7,7.75,7.33,18.3,0.86
"2020-07-15 19:46:17.491+03",142,"90280720_v11_d6_m1","90280720","v11","90280720-v11","1",7215,6881,95.4,8.29,7.91,18.3,0.862
"2020-07-15 19:37:30.548+03",142,"90280720_v10_d6_m1","90280720","v10","90280720-v10","1",7871,7628,96.9,9.05,8.77,18.2,0.867
"2020-07-15 19:25:35.096+03",43,"90290720_v3_d0'_e1","90290720","v3","90290720-v3","1",1006,981,97.5,0.578,0.564,17,0.893
"2020-07-15 18:26:06.484+03",24,"82100820_kolba500ml_d1","82100820","kolba500ml","82100820-kolba500ml","1",1421,1409,99.2,0.817,0.81,14.8,0.85
"2020-07-15 16:50:15.443+03",37,"82090820_v1_d0'_e1","82090820","v1","82090820-v1","1",975,958,98.3,0.56,0.551,14.5,0.88
"2020-07-15 16:28:45.808+03",248,"90270720_v9_d10_e3","90270720","v9","90270720-v9","3",7025,4976,70.8,8.08,5.72,16.9,0.887
"2020-07-15 16:18:49.683+03",248,"90270720_v8_d10_e3","90270720","v8","90270720-v8","3",6936,4971,71.7,7.97,5.71,17,0.887
"2020-07-15 16:10:33.897+03",248,"90270720_v7_d10_e3","90270720","v7","90270720-v7","3",8344,6118,73.3,9.59,7.03,17,0.878
"2020-07-15 15:54:06.02+03",247,"90270720_v9_d10_e2","90270720","v9","90270720-v9","2",7022,4970,70.8,8.07,5.71,17,0.888
"2020-07-15 15:49:44.649+03",248,"90270720_v8_d10_e2","90270720","v8","90270720-v8","2",6967,5094,73.1,8.01,5.86,17,0.887
"2020-07-15 15:42:59.545+03",248,"90270720_v7_d10_e2","90270720","v7","90270720-v7","2",7501,5447,72.6,8.62,6.26,17,0.881
"2020-07-15 12:20:24.709+03",244,"90270720_v9_d10","90270720","v9","90270720-v9","10",7058,5223,74,8.11,6,17.1,0.887
"2020-07-15 12:15:29.863+03",244,"90270720_v8_d10","90270720","v8","90270720-v8","10",6803,4992,73.4,7.82,5.74,17.1,0.888
"2020-07-15 12:11:48.525+03",244,"90270720_v7_d10","90270720","v7","90270720-v7","10",7288,5351,73.4,8.38,6.15,17,0.879
"2020-07-15 10:49:57.663+03",133,"90280720_v12_d5_e1","90280720","v12","90280720-v12","1",6644,6338,95.4,7.64,7.29,18.3,0.861
"2020-07-15 10:36:56.096+03",133,"90280720_v11_d5_e1","90280720","v11","90280720-v11","1",7188,6883,95.8,8.26,7.91,18.2,0.874
"2020-07-15 10:26:42.445+03",133,"90280720_v10_d5_e2","90280720","v10","90280720-v10","2",7395,7146,96.6,8.5,8.22,18.2,0.863
"2020-07-15 10:22:28.445+03",0,"Unknown112","Unknown112","","Unknown112-","112",7592,7344,96.7,4.36,4.22,18.2,0.873
"2020-07-15 06:58:04.84+03",31,"90290720_v3_d0_e2","90290720","v3","90290720-v3","2",682,643,94.3,0.392,0.37,16.7,0.88
"2020-07-15 06:50:48.896+03",238,"90270720_v9_d10 e1","90270720","v9","90270720-v9","101",6931,5247,75.7,7.97,6.03,17,0.882
"2020-07-15 06:44:43.391+03",238,"90270720_v8_d10_e1","90270720","v8","90270720-v8","1",6792,5252,77.3,7.81,6.04,17.1,0.882
"2020-07-15 06:38:33.859+03",239,"90270720_v7_d10_e1","90270720","v7","90270720-v7","1",7342,5649,76.9,8.44,6.49,17,0.874
"2020-07-15 04:39:26.487+03",25,"442040820R_kolba500_d1","442040820R","kolba500","442040820R-kolba500","1",1321,1315,99.5,0.759,0.756,15.3,0.826
"2020-07-15 04:09:38.495+03",25,"82090820_v1_d0_e 1","82090820","v1","82090820-v1","1",654,646,98.8,0.376,0.371,14.5,0.882
"2020-07-15 02:40:19.581+03",23,"82090820_v1_d1_e1","82090820","v1","82090820-v1","1",1427,1413,99,0.82,0.812,14.6,0.867
"2020-07-15 01:58:27.804+03",26,"90290720_v3_d1_e1","90290720","v3","90290720-v3","1",1118,1096,98,1.29,1.26,17.2,0.863
"2020-07-15 01:52:43.058+03",0,"Unknown111","Unknown111","","Unknown111-","111",1070,1048,97.9,0.615,0.602,17.1,0.878
"2020-07-14 20:14:11.582+03",118,"90280720_v12_d5_m1","90280720","v12","90280720-v12","1",6666,6372,95.6,7.66,7.33,17.9,0.883
"2020-07-14 20:10:42.264+03",118,"90280720_v11_d5_m1","90280720","v11","90280720-v11","1",6739,6499,96.4,7.75,7.47,18,0.877
"2020-07-14 20:07:10.486+03",119,"90280720_v10_d5_m1","90280720","v10","90280720-v10","1",7017,6791,96.8,8.07,7.81,17.9,0.876
"2020-07-14 19:42:38.74+03",0,"Unknown110","Unknown110","","Unknown110-","110",1,0,0,0.000575,0,24.1,0.633
"2020-07-14 19:27:18.523+03",227,"90270720_v9_d9_e1","90270720","v9","90270720-v9","1",6717,5478,81.6,7.72,6.3,17.4,0.877
"2020-07-14 19:21:24.11+03",227,"90270720_v8_d9_e1","90270720","v8","90270720-v8","1",6866,5633,82,7.89,6.48,17.5,0.872
"2020-07-14 19:15:22.165+03",227,"90270720_v7_d9_e1","90270720","v7","90270720-v7","1",7531,6365,84.5,8.66,7.32,17.5,0.873
"2020-07-14 18:00:39.026+03",0,"82100820_kolba500ml_d0","82100820","kolba500ml","82100820-kolba500ml","0",476,469,98.5,0.274,0.27,13.1,0.901
"2020-07-14 17:02:34.691+03",0,"82100820_kolba125ml'_d3","82100820","kolba125ml'","82100820-kolba125ml'","3",7308,7209,98.6,4.2,4.14,13.9,0.869
"2020-07-14 13:36:05.106+03",10,"82090820_v1_d0_e1","82090820","v1","82090820-v1","1",780,771,98.8,0.448,0.443,14.4,0.877
"2020-07-14 12:32:40.424+03",69,"82100820_kolba125ml_2d","82100820","kolba125ml","82100820-kolba125ml","2",5699,5627,98.7,3.28,3.23,13.9,0.866
"2020-07-14 12:14:13.591+03",12,"90290720_v3_d0_e1","90290720","v3","90290720-v3","1",792,770,97.2,0.455,0.443,17,0.895
"2020-07-14 09:36:56.749+03",108,"90280720_v12_d4_e1","90280720","v12","90280720-v12","1",5569,5312,95.4,6.4,6.11,17.7,0.88
"2020-07-14 09:33:22.647+03",108,"90280720_v11_d4_e1","90280720","v11","90280720-v11","1",6137,5896,96.1,7.06,6.78,17.8,0.872
"2020-07-14 09:29:49.918+03",0,"Unknown109","Unknown109","","Unknown109-","109",5809,5594,96.3,3.34,3.22,17.8,0.875
"2020-07-14 09:26:19.018+03",108,"90280720_v10_d4_e1","90280720","v10","90280720-v10","1",6229,6045,97,7.16,6.95,17.8,0.877
"2020-07-14 07:58:06.636+03",215,"90270720_v9_d9_m4","90270720","v9","90270720-v9","4",6910,5849,84.6,7.94,6.72,17.6,0.87
"2020-07-14 07:53:08.529+03",216,"90270720_v8_d9_m3","90270720","v8","90270720-v8","3",6746,5683,84.2,7.76,6.53,17.6,0.871
"2020-07-14 07:48:00.841+03",216,"90270720_v7_d9_m2","90270720","v7","90270720-v7","2",7674,6649,86.6,8.82,7.64,17.7,0.87
"2020-07-14 03:34:49.1+03",0,"442040820R_kolba500_d0","442040820R","kolba500","442040820R-kolba500","0",529,528,99.8,0.304,0.304,14.8,0.822
"2020-07-14 02:57:48.323+03",0,"82090820_v1_d0_m1","82090820","v1","82090820-v1","1",492,490,99.6,0.283,0.282,13.4,0.885
"2020-07-14 01:54:04.394+03",71,"82090820_kolba2000ml_d3","82090820","kolba2000ml","82090820-kolba2000ml","3",7694,7646,99.4,4.42,4.4,14,0.872
"2020-07-14 01:48:09.501+03",35,"442040820R_kolba250_d3","442040820R","kolba250","442040820R-kolba250","3",5804,5773,99.5,3.34,3.32,14.7,0.86
"2020-07-13 23:30:45.778+03",0,"90290720_v3_d0_m4","90290720","v3","90290720-v3","4",548,535,97.6,0.315,0.308,16.3,0.896
"2020-07-13 22:30:42.867+03",112,"90290720_v2_d3_e3","90290720","v2","90290720-v2","3",6773,6668,98.4,3.89,3.83,16.3,0.901
"2020-07-13 22:27:13.502+03",112,"90290720_v2_d3_e2","90290720","v2","90290720-v2","2",3266,3188,97.6,3.75,3.67,16.1,0.904
"2020-07-13 21:55:14.981+03",96,"90280720_v12_d4_m4","90280720","v12","90280720-v12","4",4753,4560,95.9,5.46,5.24,17.8,0.881
"2020-07-13 21:48:33.168+03",96,"90280720_v11_d4_m3","90280720","v11","90280720-v11","3",4904,4758,97,5.64,5.47,17.7,0.88
"2020-07-13 21:41:34.96+03",97,"90280720_v10_d4_m2","90280720","v10","90280720-v10","2",5001,4869,97.4,5.75,5.6,17.6,0.882
"2020-07-13 19:30:03.255+03",203,"90270720_v9_d8_e1","90270720","v9","90270720-v9","1",7195,6375,88.6,8.27,7.33,17.9,0.866
"2020-07-13 19:23:46.957+03",203,"90270720_v8_d8_e1","90270720","v8","90270720-v8","1",7172,6264,87.3,8.25,7.2,18,0.868
"2020-07-13 19:18:46.375+03",203,"90270720_v7_d8_e1","90270720","v7","90270720-v7","1",7852,7068,90,9.03,8.13,17.9,0.865
"2020-07-13 15:00:42.175+03",0,"82100820_kolba250ml_2d","82100820","kolba250ml","82100820-kolba250ml","2",2444,2379,97.3,1.4,1.37,14.7,0.844
"2020-07-13 14:57:15.635+03",60,"82090820_kolba2000ml_2d","82090820","kolba2000ml","82090820-kolba2000ml","2",5948,5901,99.2,3.42,3.39,14.1,0.859
"2020-07-13 14:53:41.364+03",24,"442040820R_kolba250_d2","442040820R","kolba250","442040820R-kolba250","2",3747,3722,99.3,2.15,2.14,14.9,0.845
"2020-07-13 09:45:26.205+03",99,"90290720_v2_d3_m1","90290720","v2","90290720-v2","1",4634,4539,97.9,2.66,2.61,16.3,0.905
"2020-07-13 09:41:57.779+03",84,"90280720_v12_d3_e1","90280720","v12","90280720-v12","1",4036,3920,97.1,4.64,4.51,17.2,0.886
"2020-07-13 09:36:25.383+03",84,"90280720_v11_d3_e1","90280720","v11","90280720-v11","1",4444,4314,97.1,5.11,4.96,17.3,0.877
"2020-07-13 09:29:03.711+03",84,"90280720_v10_d3_e1","90280720","v10","90280720-v10","1",4505,4437,98.5,5.18,5.1,17.4,0.875
"2020-07-13 07:18:41.806+03",191,"90270720_v9_d8_m5","90270720","v9","90270720-v9","5",7331,6641,90.6,8.43,7.63,18,0.868
"2020-07-13 07:05:31.441+03",191,"90270720_v8_d8_m3","90270720","v8","90270720-v8","3",6811,6120,89.9,7.83,7.04,18,0.873
"2020-07-13 07:00:18.914+03",191,"90270720_v7_d8_m2","90270720","v7","90270720-v7","2",7276,6594,90.6,8.36,7.58,17.9,0.87
